thalos_id,fdc_id,name,fndds_code,dataset
102444,2343306,"Taco shell, corn",52215300,FNDDS
102445,2343307,"Taco shell, flour",52215350,FNDDS
102446,2343308,Arepa Dominicana,52220110,FNDDS
102447,2343309,"Muffin, NFS",52301000,FNDDS
102448,2343310,"Muffin, fruit",52302010,FNDDS
102449,2343311,"Muffin, fruit, low fat",52302020,FNDDS
102450,2343312,"Muffin, chocolate chip",52302500,FNDDS
102451,2343313,"Muffin, chocolate",52302600,FNDDS
102452,2343314,"Muffin, whole wheat",52303010,FNDDS
102453,2343315,"Muffin, wheat",52303500,FNDDS
102454,2343316,"Muffin, whole grain",52304000,FNDDS
102455,2343317,"Muffin, wheat bran",52304010,FNDDS
102456,2343318,"Muffin, bran with fruit, lowfat",52304040,FNDDS
102457,2343319,"Muffin, oatmeal",52304100,FNDDS
102458,2343320,"Muffin, oat bran",52304150,FNDDS
102459,2343321,"Muffin, plain",52306010,FNDDS
102460,2343322,"Muffin, cheese",52306300,FNDDS
102461,2343323,"Muffin, pumpkin",52306500,FNDDS
102462,2343324,"Muffin, zucchini",52306550,FNDDS
102463,2343325,"Muffin, carrot",52306700,FNDDS
102464,2343326,Popover,52311010,FNDDS
102465,2343327,"Bread, Boston Brown",52401000,FNDDS
102466,2343328,"Bread, nut",52403000,FNDDS
102467,2343329,"Bread, pumpkin",52404060,FNDDS
102468,2343330,"Bread, fruit",52405010,FNDDS
102469,2343331,"Bread, zucchini",52407000,FNDDS
102470,2343332,"Bread, Irish soda",52408000,FNDDS
102471,2343333,"Cake or cupcake, NFS",53100100,FNDDS
102472,2343334,"Cake, angel food",53101100,FNDDS
102473,2343335,"Cake or cupcake, apple",53102200,FNDDS
102474,2343336,"Cake or cupcake, banana",53102700,FNDDS
102475,2343337,"Cake or cupcake, Black Forest",53102800,FNDDS
102476,2343338,"Cake, Boston cream pie",53103000,FNDDS
102477,2343339,"Cake or cupcake, carrot",53104260,FNDDS
102478,2343340,"Cake or cupcake, coconut",53104400,FNDDS
102479,2343341,"Cheesecake, plain",53104500,FNDDS
102480,2343342,"Cheesecake, fruit",53104550,FNDDS
102481,2343343,"Cheesecake, chocolate",53104600,FNDDS
102482,2343344,"Cake or cupcake, chocolate with white icing, bakery",53105262,FNDDS
102483,2343345,"Cake or cupcake, chocolate with white icing, from mix",53105264,FNDDS
102484,2343346,"Cake or cupcake, chocolate with chocolate icing, bakery",53105270,FNDDS
102485,2343347,"Cake or cupcake, chocolate with chocolate icing, from mix",53105272,FNDDS
102486,2343348,"Cake or cupcake, chocolate, no icing",53105275,FNDDS
102487,2343349,"Cake or cupcake, German chocolate",53105300,FNDDS
102488,2343350,"Cake or cupcake, gluten free",53105310,FNDDS
102489,2343351,"Cake, chocolate, flourless",53105396,FNDDS
102490,2343352,"Cake, cream",53106500,FNDDS
102491,2343353,"Snack cake, chocolate",53108200,FNDDS
102492,2343354,"Snack cake, white",53109200,FNDDS
102493,2343355,"Cake, fruit cake",53110000,FNDDS
102494,2343356,"Cake or cupcake, gingerbread",53111000,FNDDS
102495,2343357,Ice cream cake,53112100,FNDDS
102496,2343358,"Cake, jelly roll",53113000,FNDDS
102497,2343359,"Cake or cupcake, lemon",53114100,FNDDS
102498,2343360,"Cake or cupcake, marble",53115200,FNDDS
102499,2343361,"Cake or cupcake, peanut butter",53115450,FNDDS
102500,2343362,"Cake, pound",53116000,FNDDS
102501,2343363,"Cake or cupcake, pumpkin",53116510,FNDDS
102502,2343364,"Cake or cupcake, red velvet",53116520,FNDDS
102503,2343365,"Cake or cupcake, spice",53117200,FNDDS
102504,2343366,"Cake, sponge",53118100,FNDDS
102505,2343367,"Cake or cupcake, strawberry",53118110,FNDDS
102506,2343368,"Cake, torte",53118500,FNDDS
102507,2343369,"Cake, tres leche",53118550,FNDDS
102508,2343370,"Cake, pineapple, upside down",53119000,FNDDS
102509,2343371,"Cake or cupcake, white with white icing, bakery",53120270,FNDDS
102510,2343372,"Cake or cupcake, white with white icing, from mix",53120272,FNDDS
102511,2343373,"Cake or cupcake, white with chocolate icing, bakery",53121270,FNDDS
102512,2343374,"Cake or cupcake, white with chocolate icing, from mix",53121272,FNDDS
102513,2343375,"Cake or cupcake, white, no icing",53121275,FNDDS
102514,2343376,"Cake, strawberry shortcake",53123070,FNDDS
102515,2343377,"Cake or cupcake, zucchini",53124110,FNDDS
102516,2343378,"Cookie, batter or dough, raw",53200100,FNDDS
102517,2343379,"Cookie, NFS",53201000,FNDDS
102518,2343380,"Cookie, almond",53202000,FNDDS
102519,2343381,"Cookie, applesauce",53203000,FNDDS
102520,2343382,"Cookie, biscotti",53203500,FNDDS
102521,2343383,"Cookie, brownie, NS as to icing",53204000,FNDDS
102522,2343384,"Cookie, brownie, without icing",53204010,FNDDS
102523,2343385,"Cookie, brownie, with icing or filling",53204100,FNDDS
102524,2343386,"Cookie, brownie, reduced fat, NS as to icing",53204840,FNDDS
102525,2343387,"Cookie, butterscotch, brownie",53205250,FNDDS
102526,2343388,"Cookie, bar, with chocolate",53205260,FNDDS
102527,2343389,"Cookie, chocolate chip",53206000,FNDDS
102528,2343390,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",53206020,FNDDS
102529,2343391,"Cookie, chocolate chip, reduced fat",53206030,FNDDS
102530,2343392,"Cookie, chocolate chip sandwich",53206100,FNDDS
102531,2343393,"Cookie, chocolate, made with rice cereal",53206500,FNDDS
102532,2343394,"Cookie, chocolate, made with oatmeal and coconut, no bake",53206550,FNDDS
102533,2343395,"Cookie, chocolate or fudge",53207000,FNDDS
102534,2343398,"Cookie, marshmallow, chocolate-covered",53208000,FNDDS
102535,2343399,"Cookie, marshmallow pie, chocolate covered",53208200,FNDDS
102536,2343400,"Cookie, chocolate, with icing or coating",53209005,FNDDS
102537,2343401,"Cookie, sugar wafer, chocolate-covered",53209010,FNDDS
102538,2343402,"Cookie, chocolate sandwich",53209015,FNDDS
102539,2343403,"Cookie, chocolate sandwich, reduced fat",53209020,FNDDS
102540,2343404,"Cookie, chocolate, sandwich, with extra filling",53209100,FNDDS
102541,2343405,"Cookie, chocolate and vanilla sandwich",53209500,FNDDS
102542,2343406,"Cookie, chocolate wafer",53210000,FNDDS
102543,2343407,"Cookie, graham cracker with chocolate and marshmallow",53210900,FNDDS
102544,2343408,"Cookie bar, with chocolate, nuts, and graham crackers",53211000,FNDDS
102545,2343409,"Cookie, coconut",53215500,FNDDS
102546,2343410,"Cookie, fruit-filled bar",53220000,FNDDS
102547,2343411,"Cookie, fig bar",53220030,FNDDS
102548,2343412,"Cookie, fortune",53222010,FNDDS
102549,2343413,"Cookie, cone shell, ice cream type, wafer or cake",53222020,FNDDS
102550,2343414,"Cookie, gingersnaps",53223000,FNDDS
102551,2343415,"Cookie, granola",53223100,FNDDS
102552,2343416,"Cookie, ladyfinger",53224000,FNDDS
102553,2343417,"Cookie, lemon bar",53224250,FNDDS
102554,2343418,"Cookie, macaroon",53225000,FNDDS
102555,2343419,"Cookie, marshmallow, with coconut",53226000,FNDDS
102556,2343420,"Cookie, marshmallow, with rice cereal, no bake",53226500,FNDDS
102557,2343421,"Cookie, marshmallow, with rice cereal and chocolate chips",53226550,FNDDS
102558,2343422,"Cookie, marshmallow and peanut butter, with oat cereal, no bake",53226600,FNDDS
102559,2343423,"Cookie, meringue",53228000,FNDDS
102560,2343424,"Cookie, molasses",53230000,FNDDS
102561,2343425,"Cookie, Lebkuchen",53231000,FNDDS
102562,2343426,"Cookie, multigrain, high fiber",53231400,FNDDS
102563,2343427,"Cookie, oatmeal",53233000,FNDDS
102564,2343428,"Cookie, oatmeal, with raisins",53233010,FNDDS
102565,2343429,"Cookie, oatmeal, reduced fat, NS as to raisins",53233040,FNDDS
102566,2343430,"Cookie, oatmeal sandwich, with creme filling",53233050,FNDDS
102567,2343431,"Cookie, oatmeal, with chocolate chips",53233060,FNDDS
102568,2343432,"Cookie, oatmeal sandwich, with peanut butter and jelly filling",53233080,FNDDS
102569,2343433,"Cookie, oatmeal, with chocolate and peanut butter, no bake",53233100,FNDDS
102570,2343434,"Cookie, peanut butter",53234000,FNDDS
102571,2343435,"Cookie, peanut butter, with chocolate",53234100,FNDDS
102572,2343436,"Cookie, peanut butter with rice cereal, no bake",53234250,FNDDS
102573,2343437,"Cookie, peanut butter sandwich",53235000,FNDDS
102574,2343438,"Cookie, with peanut butter filling, chocolate-coated",53235500,FNDDS
102575,2343439,"Cookie, Pfeffernusse",53235600,FNDDS
102576,2343440,"Cookie, Pizzelle",53236000,FNDDS
102577,2343441,"Cookie, pumpkin",53236100,FNDDS
102578,2343442,"Cookie, raisin",53237000,FNDDS
102579,2343443,"Cookie, raisin sandwich, cream-filled",53237010,FNDDS
102580,2343444,"Cookie, rum ball, no bake",53237500,FNDDS
102581,2343445,"Cookie, sandwich-type, not chocolate or vanilla",53238000,FNDDS
102582,2343446,"Cookie, shortbread",53239000,FNDDS
102583,2343447,"Cookie, shortbread, reduced fat",53239010,FNDDS
102584,2343448,"Cookie, shortbread, with icing or filling",53239050,FNDDS
102585,2343449,Pocky,53239100,FNDDS
102586,2343450,"Cookie, animal",53240000,FNDDS
102587,2343451,"Cookie, animal, with frosting or icing",53240010,FNDDS
102588,2343452,"Cookie, butter or sugar",53241500,FNDDS
102589,2343453,Marie biscuit,53241510,FNDDS
102590,2343454,"Cookie, butter or sugar, with fruit and/or nuts",53241600,FNDDS
102591,2343455,"Cookie, sugar wafer",53242000,FNDDS
102592,2343456,"Cookie, toffee bar",53242500,FNDDS
102593,2343457,"Cookie, vanilla sandwich",53243000,FNDDS
102594,2343458,"Cookie, vanilla sandwich, extra filling",53243010,FNDDS
102595,2343459,"Cookie, vanilla sandwich, reduced fat",53243050,FNDDS
102596,2343460,"Cookie, butter or sugar, with chocolate icing or filling",53244010,FNDDS
102597,2343461,"Cookie, butter or sugar, with icing or filling other than chocolate",53244020,FNDDS
102598,2343462,"Cookie, tea, Japanese",53246000,FNDDS
102599,2343463,"Cookie, vanilla wafer",53247000,FNDDS
102600,2343464,"Cookie, vanilla wafer, reduced fat",53247050,FNDDS
102601,2343465,"Cookie, vanilla with caramel, coconut, and chocolate coating",53247500,FNDDS
102602,2343466,"Cookie, rugelach",53251100,FNDDS
102603,2343467,"Cookie, chocolate chip, reduced sugar",53260030,FNDDS
102604,2343468,"Cookie, oatmeal, reduced sugar",53260200,FNDDS
102605,2343469,"Cookie, sandwich, reduced sugar",53260300,FNDDS
102606,2343470,"Cookie, sugar or plain, sugar free",53260400,FNDDS
102607,2343471,"Cookie, sugar wafer, sugar free",53260500,FNDDS
102608,2343472,"Cookie, peanut butter, sugar free",53260600,FNDDS
102609,2343473,"Cookie, gluten free",53261000,FNDDS
102610,2343474,"Cookies, Puerto Rican style",53270100,FNDDS
102611,2343475,"Pie, NFS",53300100,FNDDS
102612,2343476,"Tart, all types",53300200,FNDDS
102613,2343477,"Pie, apple",53301000,FNDDS
102614,2343478,"Pie, apple, fast food",53301070,FNDDS
102615,2343479,"Pie, berry",53303500,FNDDS
102616,2343480,"Pie, blueberry",53304000,FNDDS
102617,2343481,"Pie, cherry",53305000,FNDDS
102618,2343482,"Pie, lemon",53305700,FNDDS
102619,2343483,"Pie, key lime",53305800,FNDDS
102620,2343484,"Pie, peach",53307000,FNDDS
102621,2343485,"Pie, strawberry",53312000,FNDDS
102622,2343486,"Pie, banana cream",53341000,FNDDS
102623,2343487,"Pie, chocolate cream",53342000,FNDDS
102624,2343488,"Pie, coconut cream",53343000,FNDDS
102625,2343489,"Pie, custard",53344000,FNDDS
102626,2343490,Dessert pizza,53344300,FNDDS
102627,2343491,"Pie, peanut butter cream",53346000,FNDDS
102628,2343492,"Pie, pineapple cream",53346500,FNDDS
102629,2343493,"Pie, pumpkin",53347000,FNDDS
102630,2343494,"Pie, sweet potato",53360000,FNDDS
102631,2343495,"Pie, vanilla cream",53365000,FNDDS
102632,2343496,"Pie, lemon meringue",53381000,FNDDS
102633,2343497,"Pie, pecan",53385000,FNDDS
102634,2343498,"Pie, oatmeal",53385500,FNDDS
102635,2343499,Pie shell,53391000,FNDDS
102636,2343500,"Pie shell, graham cracker",53391100,FNDDS
102637,2343502,"Cobbler, apple",53410100,FNDDS
102638,2343503,"Cobbler, berry",53410300,FNDDS
102639,2343504,"Cobbler, cherry",53410500,FNDDS
102640,2343505,"Cobbler, peach",53410800,FNDDS
102641,2343506,"Crisp, apple",53415100,FNDDS
102642,2343507,"Fritter, plain",53415110,FNDDS
102643,2343508,"Fritter, fruit",53415120,FNDDS
102644,2343509,"Crisp, berry",53415300,FNDDS
102645,2343510,"Crisp, cherry",53415400,FNDDS
102646,2343511,"Crisp, peach",53415500,FNDDS
102647,2343512,"Cream puff, eclair, custard or cream filled, NS as to icing",53420000,FNDDS
102648,2343513,"Cream puff, eclair, custard or cream filled, not iced",53420100,FNDDS
102649,2343514,"Cream puff, eclair, custard or cream filled, iced",53420200,FNDDS
102650,2343515,"Cream puff, eclair, custard or cream filled, iced, reduced fat",53420210,FNDDS
102651,2343516,"Cream puff, no filling or icing",53420250,FNDDS
102652,2343517,"Sopaipilla, without syrup or honey",53420400,FNDDS
102653,2343518,Sopaipilla with syrup or honey,53420410,FNDDS
102654,2343519,"Crepe, chocolate filled",53430100,FNDDS
102655,2343520,"Crepe, fruit filled",53430200,FNDDS
102656,2343521,"Tamale, sweet",53430700,FNDDS
102657,2343522,"Strudel, apple",53440000,FNDDS
102658,2343523,"Strudel, berry",53440300,FNDDS
102659,2343524,"Strudel, cherry",53440500,FNDDS
102660,2343525,"Strudel, cheese",53440600,FNDDS
102661,2343526,"Strudel, peach",53440700,FNDDS
102662,2343527,Baklava,53441110,FNDDS
102663,2343528,Basbousa,53441210,FNDDS
102664,2343529,"Turnover, fruit",53450000,FNDDS
102665,2343530,"Pastry, fruit-filled",53452100,FNDDS
102666,2343531,"Pastry, made with bean or lotus seed paste filling, baked",53452120,FNDDS
102667,2343532,"Pastry, made with bean paste and salted egg yolk filling, baked",53452130,FNDDS
102668,2343533,"Pastry, Chinese, made with rice flour",53452150,FNDDS
102669,2343534,"Pastry, cookie type, fried",53452170,FNDDS
102670,2343535,"Pastry, Italian, with cheese",53452200,FNDDS
102671,2343536,"Pastry, puff",53452400,FNDDS
102672,2343537,"Pastry, puff, custard or cream filled, iced or not iced",53452420,FNDDS
102673,2343538,Cheese pastry puffs,53452450,FNDDS
102674,2343539,"Pastry, mainly flour and water, fried",53452500,FNDDS
102675,2343540,"Empanada, fruit",53453150,FNDDS
102676,2343541,"Breakfast pastry, NFS",53500100,FNDDS
102677,2343542,"Danish pastry, plain or spice",53510000,FNDDS
102678,2343543,"Danish pastry, with fruit",53510100,FNDDS
102679,2343544,"Danish pastry, with cheese",53511000,FNDDS
102680,2343545,"Doughnut, NFS",53520000,FNDDS
102681,2343546,"Doughnut, cake type, plain",53520100,FNDDS
102682,2343547,"Doughnut, chocolate",53520120,FNDDS
102683,2343548,"Doughnut, cake type, powdered sugar",53520130,FNDDS
102684,2343549,"Doughnut, cake type, with icing",53520135,FNDDS
102685,2343550,"Doughnut, cake type, chocolate icing",53520140,FNDDS
102686,2343551,"Doughnut, chocolate, with chocolate icing",53520160,FNDDS
102687,2343552,Doughnut holes,53520170,FNDDS
102688,2343553,Churros,53520200,FNDDS
102689,2343554,Beignet,53520510,FNDDS
102690,2343555,"Doughnut, yeast type",53521110,FNDDS
102691,2343556,"Doughnut, yeast type, with chocolate icing",53521130,FNDDS
102692,2343557,"Doughnut, jelly",53521140,FNDDS
102693,2343558,"Doughnut, custard-filled",53521210,FNDDS
102694,2343559,"Doughnut, custard-filled, with icing",53521230,FNDDS
102695,2343560,Breakfast tart,53530000,FNDDS
102696,2343561,"Breakfast tart, lowfat",53530010,FNDDS
102697,2343562,"Coffee cake, crumb or quick-bread type",53610100,FNDDS
102698,2343563,"Coffee cake, crumb or quick-bread type, with fruit",53610170,FNDDS
102699,2343564,"Coffee cake, crumb or quick-bread type, cheese-filled",53610200,FNDDS
102700,2343565,Cereal or granola bar (General Mills Fiber One Chewy Bar),53710400,FNDDS
102701,2343566,Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar),53710500,FNDDS
102702,2343567,Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar),53710502,FNDDS
102703,2343568,Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar),53710504,FNDDS
102704,2343569,Milk 'n Cereal bar,53710600,FNDDS
102705,2343570,Cereal or granola bar (Kellogg's Special K bar),53710700,FNDDS
102706,2343571,Cereal or granola bar (Kashi Chewy),53710800,FNDDS
102707,2343572,Cereal or granola bar (Kashi Crunchy),53710802,FNDDS
102708,2343573,Cereal or granola bar (KIND Fruit and Nut Bar),53710810,FNDDS
102709,2343574,Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix),53710900,FNDDS
102710,2343575,"Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)",53710902,FNDDS
102711,2343576,Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar),53710904,FNDDS
102712,2343577,Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar),53710906,FNDDS
102713,2343578,Cereal or granola bar (Quaker Chewy Granola Bar),53711000,FNDDS
102714,2343579,Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar),53711002,FNDDS
102715,2343580,Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar),53711004,FNDDS
102716,2343581,Cereal or granola bar (Quaker Chewy Dipps Granola Bar),53711006,FNDDS
102717,2343582,Cereal or granola bar (Quaker Granola Bites),53711100,FNDDS
102718,2343583,"Snack bar, oatmeal",53712000,FNDDS
102719,2343584,"Cereal or Granola bar, NFS",53712100,FNDDS
102720,2343585,"Cereal or granola bar, lowfat, NFS",53712200,FNDDS
102721,2343586,"Cereal or granola bar, nonfat",53712210,FNDDS
102722,2343587,"Cereal or granola bar, reduced sugar, NFS",53713000,FNDDS
102723,2343588,"Cereal or granola bar, fruit and nut",53713010,FNDDS
102724,2343589,"Cereal or granola bar, peanuts , oats, sugar, wheat germ",53713100,FNDDS
102725,2343590,"Cereal or granola bar, chocolate coated, NFS",53714200,FNDDS
102726,2343591,"Cereal or granola bar, with coconut, chocolate coated",53714210,FNDDS
102727,2343592,"Cereal or granola bar with nuts, chocolate coated",53714220,FNDDS
102728,2343593,"Cereal or granola bar, oats, nuts, coated with non-chocolate coating",53714230,FNDDS
102729,2343594,"Cereal or granola bar, coated with non-chocolate coating",53714250,FNDDS
102730,2343595,"Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating",53714300,FNDDS
102731,2343596,"Cereal or granola bar, with rice cereal",53714400,FNDDS
102732,2343597,"Breakfast bar, NFS",53714500,FNDDS
102733,2343598,"Breakfast bar, date, with yogurt coating",53714510,FNDDS
102734,2343599,"Breakfast bar, cereal crust with fruit filling, lowfat",53714520,FNDDS
102735,2343600,Nutrition bar (Balance Original Bar),53720100,FNDDS
102736,2343601,Nutrition bar (Clif Bar),53720200,FNDDS
102737,2343602,Nutrition bar (Clif Kids Organic Zbar),53720210,FNDDS
102738,2343603,Nutrition bar (PowerBar),53720300,FNDDS
102739,2343604,Nutrition bar (Slim Fast Original Meal Bar),53720400,FNDDS
102740,2343605,Nutrition bar (Snickers Marathon Protein Bar),53720500,FNDDS
102741,2343606,Nutrition bar (South Beach Living Meal Bar),53720600,FNDDS
102742,2343607,Nutrition bar (South Beach Living High Protein Bar),53720610,FNDDS
102743,2343608,Nutrition bar (Tiger's Milk),53720700,FNDDS
102744,2343609,Nutrition bar (Zone Perfect Classic Crunch),53720800,FNDDS
102745,2343610,"Nutrition bar or meal replacement bar, NFS",53729000,FNDDS
102746,2343611,"Baby Toddler snack, NFS",53800000,FNDDS
102747,2343612,Baby Toddler bar,53801000,FNDDS
102748,2343613,Baby Toddler cookie,53803100,FNDDS
102749,2343614,Baby Toddler biscuit,53803300,FNDDS
102750,2343615,"Crackers, NFS",54001000,FNDDS
102751,2343616,Graham crackers,54102010,FNDDS
102752,2343617,Graham crackers (Teddy Grahams),54102015,FNDDS
102753,2343618,"Graham crackers, chocolate covered",54102020,FNDDS
102754,2343619,"Crackers, oatmeal",54102050,FNDDS
102755,2343620,"Crackers, Cuban",54102060,FNDDS
102756,2343621,"Graham crackers, reduced fat",54102100,FNDDS
102757,2343622,"Graham crackers, sandwich, with filling",54102200,FNDDS
102758,2343623,"Crackers, breakfast biscuit",54103000,FNDDS
102759,2343624,"Crackers, butter, reduced sodium",54200100,FNDDS
102760,2343625,"Crackers, matzo, reduced sodium",54201010,FNDDS
102761,2343626,"Crackers, saltine, reduced sodium",54202020,FNDDS
102762,2343627,"Crackers, wheat, reduced sodium",54204020,FNDDS
102763,2343628,"Crackers, woven wheat, reduced sodium",54204030,FNDDS
102764,2343629,"Crackers, butter, plain",54301010,FNDDS
102765,2343630,"Crackers, butter, flavored",54301020,FNDDS
102766,2343631,"Crackers, butter (Ritz)",54301030,FNDDS
102767,2343632,"Crackers, butter, reduced fat",54301100,FNDDS
102768,2343633,"Crackers, cheese",54304000,FNDDS
102769,2343634,"Crackers, cheese (Cheez-It)",54304005,FNDDS
102770,2343635,"Crackers, cheese (Goldfish)",54304020,FNDDS
102771,2343636,"Crackers, cheese, reduced fat",54304100,FNDDS
102772,2343637,"Crackers, cheese, reduced sodium",54304110,FNDDS
102773,2343638,"Crackers, cheese, whole grain",54304150,FNDDS
102774,2343639,"Crackers, crispbread",54305010,FNDDS
102775,2343640,"Crackers, flatbread",54305020,FNDDS
102776,2343641,"Crackers, matzo",54307000,FNDDS
102777,2343642,"Crackers, milk",54308000,FNDDS
102778,2343643,"Crackers, oyster",54313000,FNDDS
102779,2343644,"Chips, rice",54318000,FNDDS
102780,2343645,Rice cake,54318500,FNDDS
102781,2343646,"Crackers, rice",54319000,FNDDS
102782,2343647,"Crackers, rice and nuts",54319005,FNDDS
102783,2343648,Popcorn cake,54319020,FNDDS
102784,2343649,Rice paper,54319500,FNDDS
102785,2343650,"Crackers, saltine",54325000,FNDDS
102786,2343651,"Crackers, saltine, reduced fat",54325010,FNDDS
102787,2343652,"Crackers, saltine, multigrain",54325060,FNDDS
102788,2343653,"Crackers, multigrain",54326000,FNDDS
102789,2343654,"Crackers, sandwich",54328000,FNDDS
102790,2343655,"Crackers, sandwich, peanut butter filled",54328100,FNDDS
102791,2343656,"Crackers, sandwich, peanut butter filled (Ritz)",54328105,FNDDS
102792,2343657,"Crackers, sandwich, reduced fat, peanut butter filled",54328110,FNDDS
102793,2343658,"Crackers, whole grain, sandwich, peanut butter filled",54328120,FNDDS
102794,2343659,"Crackers, sandwich, cheese filled",54328200,FNDDS
102795,2343660,"Crackers, sandwich, cheese filled (Ritz)",54328210,FNDDS
102796,2343661,"Crackers, water",54336000,FNDDS
102797,2343662,"Crackers, wonton",54336100,FNDDS
102798,2343663,"Crackers, woven wheat",54337010,FNDDS
102799,2343664,"Crackers, woven wheat, plain (Triscuit)",54337020,FNDDS
102800,2343665,"Crackers, woven wheat, flavored (Triscuit)",54337030,FNDDS
102801,2343666,"Crackers, woven wheat, reduced fat",54337060,FNDDS
102802,2343667,"Crackers, wheat",54338000,FNDDS
102803,2343668,"Crackers, wheat, plain (Wheat Thins)",54338010,FNDDS
102804,2343669,"Crackers, wheat, flavored (Wheat Thins)",54338020,FNDDS
102805,2343670,"Crackers, wheat, reduced fat",54338100,FNDDS
102806,2343671,"Crackers, gluten free, plain",54340100,FNDDS
102807,2343672,"Crackers, gluten free, flavored",54340110,FNDDS
102808,2343673,Baby Toddler crackers,54350000,FNDDS
102809,2343674,"Baby Toddler puffs, fruit",54350100,FNDDS
102810,2343675,"Baby Toddler puffs, vegetable",54350200,FNDDS
102811,2343676,Baby Toddler crunchies,54360000,FNDDS
102812,2343677,Baby Toddler wheels,54360100,FNDDS
102813,2343678,Corn nuts,54401011,FNDDS
102814,2343679,"Corn chips, plain",54401021,FNDDS
102815,2343680,"Corn chips, flavored",54401026,FNDDS
102816,2343681,"Corn chips, plain (Fritos)",54401031,FNDDS
102817,2343682,"Corn chips, flavored (Fritos)",54401035,FNDDS
102818,2343683,Cheese flavored corn snacks,54401055,FNDDS
102819,2343684,"Cheese flavored corn snacks, reduced fat",54401065,FNDDS
102820,2343685,"Tortilla chips, plain",54401075,FNDDS
102821,2343686,Cheese flavored corn snacks (Cheetos),54401081,FNDDS
102822,2343687,"Tortilla chips, flavored",54401085,FNDDS
102823,2343688,"Corn chips, reduced sodium",54401090,FNDDS
102824,2343689,"Tortilla chips, nacho cheese flavor (Doritos)",54401110,FNDDS
102825,2343690,"Tortilla chips, cool ranch flavor (Doritos)",54401111,FNDDS
102826,2343691,"Tortilla chips, other flavors (Doritos)",54401112,FNDDS
102827,2343692,"Tortilla chips, reduced fat, plain",54401121,FNDDS
102828,2343693,"Tortilla chips, reduced fat, flavored",54401122,FNDDS
102829,2343694,"Tortilla chips, low fat, unsalted",54401170,FNDDS
102830,2343695,"Tortilla chips, reduced sodium",54402080,FNDDS
102831,2343696,Snack mix,54402200,FNDDS
102832,2343697,"Potato chips, restructured, multigrain",54402610,FNDDS
102833,2343698,Pita chips,54402700,FNDDS
102834,2343699,"Popcorn, NFS",54403001,FNDDS
102835,2343700,"Popcorn, movie theater, with added butter",54403005,FNDDS
102836,2343701,"Popcorn, movie theater, no butter added",54403006,FNDDS
102837,2343702,"Popcorn, air-popped, no butter added",54403010,FNDDS
102838,2343703,"Popcorn, air-popped, with added butter",54403040,FNDDS
102839,2343704,"Popcorn, popped in oil, no butter added",54403045,FNDDS
102840,2343705,"Popcorn, popped in oil, with added butter",54403046,FNDDS
102841,2343706,"Popcorn, microwave, NFS",54403051,FNDDS
102842,2343707,"Popcorn, microwave, plain",54403052,FNDDS
102843,2343708,"Popcorn, microwave, plain, light",54403053,FNDDS
102844,2343709,"Popcorn, microwave, low sodium",54403054,FNDDS
102845,2343710,"Popcorn, microwave, butter flavored",54403056,FNDDS
102846,2343711,"Popcorn, microwave, flavored, light",54403057,FNDDS
102847,2343712,"Popcorn, microwave, cheese flavored",54403058,FNDDS
102848,2343713,"Popcorn, microwave, kettle",54403059,FNDDS
102849,2343714,"Popcorn, ready-to-eat, NFS",54403080,FNDDS
102850,2343715,"Popcorn, ready-to-eat, plain",54403081,FNDDS
102851,2343716,"Popcorn, ready-to-eat, plain, light",54403082,FNDDS
102852,2343717,"Popcorn, ready-to-eat, low sodium",54403083,FNDDS
102853,2343718,"Popcorn, ready-to-eat, butter flavored",54403085,FNDDS
102854,2343719,"Popcorn, ready-to-eat, cheese flavored",54403087,FNDDS
102855,2343720,"Popcorn, ready-to-eat, flavored, light",54403088,FNDDS
102856,2343721,"Popcorn, ready-to-eat, kettle",54403089,FNDDS
102857,2343722,"Popcorn, caramel coated",54403110,FNDDS
102858,2343723,"Popcorn, caramel coated, with nuts",54403120,FNDDS
102859,2343724,"Popcorn, chocolate coated",54403160,FNDDS
102860,2343725,"Popcorn chips, plain",54404000,FNDDS
102861,2343726,"Popcorn chips, other flavors",54404010,FNDDS
102862,2343727,"Popcorn chips, sweet flavors",54404020,FNDDS
102863,2343728,Onion flavored rings,54406010,FNDDS
102864,2343729,Shrimp chips,54406200,FNDDS
102865,2343730,"Pretzels, NFS",54408000,FNDDS
102866,2343731,"Pretzels, hard, NFS",54408015,FNDDS
102867,2343732,"Pretzels, hard, plain, salted",54408016,FNDDS
102868,2343733,"Pretzels, hard, plain, lightly salted",54408017,FNDDS
102869,2343734,"Pretzels, hard, plain, unsalted",54408030,FNDDS
102870,2343735,"Pretzels, hard, flavored",54408035,FNDDS
102871,2343736,"Pretzels, hard, multigrain",54408070,FNDDS
