thalos_id,calories,protein,fat,carbs
103082,385,8.62,5.37,75.99
103083,373,11.64,3.59,73.96
103084,379,10.4,5.22,73.27
103085,372,8.17,4.07,76.61
103086,373,8.54,3.76,76.24
103087,353,8.13,1.18,78.74
103088,357,7.01,2.19,77.43
103089,356,19.04,1.58,68.01
103090,363,7.33,1.15,80.94
103091,380,5.66,2.16,83.81
103092,375,4.77,1.27,84.68
103093,379,10.52,5.77,71.96
103094,356,10.48,1.52,75.04
103095,382,29.1,10.7,49.6
103096,357,9.5,1.66,77.2
103097,358,11.88,1.68,73.85
103098,359,10.06,1.47,76.27
103099,381,6.88,4.44,78.46
103100,370,9.41,3.89,73.72
103101,383,4.71,3.56,82.57
103102,384,5.37,4.61,81.44
103103,422,7.34,11.1,73.05
103104,388,8.02,5.71,76.12
103105,376,8.42,3.67,76.89
103106,216,15.55,4.25,64.51
103107,379,13.15,6.52,67.7
103108,403,10.4,10.15,68.34
103109,376,13.2,6.6,69.4
103110,394,10.99,6.36,73.48
103111,390,6.65,2.19,83.14
103112,388,6.51,2.17,83.4
103113,404,6.53,6.43,80.47
103114,407,6.67,6.67,80.06
103115,392,10.64,6.13,74.22
103116,89,1.92,0.96,18.4
103117,73,1.38,0.3,16.09
103118,76,2.54,1.3,13.77
103119,75,1.87,0.89,15
103120,88,1.46,0.68,19.24
103121,89,1.92,0.96,18.4
103122,87,1.12,0.27,19.98
103123,195,10.63,10.67,14.9
103124,328,9.96,20.98,26.32
103125,249,15.47,13.94,15.3
103126,179,7.45,9.32,16.49
103127,167,7.83,8.02,16.29
103128,163,5.28,7.36,19.3
103129,181,6.91,10.4,15.12
103130,171,7.24,9.26,14.96
103131,167,5,8.7,17.56
103132,246,15.31,13.56,15.62
103133,249,15.47,13.94,15.3
103134,212,10.63,10.61,19.14
103135,251,14.82,14.5,15.3
103136,214,10.31,10.89,19.14
103137,211,16.23,9.6,15.3
103138,193,11.02,8.44,19.14
103139,176,5.8,7.28,22.99
103140,257,16.71,12.27,18.87
103141,221,11.85,8.92,22.73
103142,260,16.06,12.83,18.87
103143,222,11.53,9.2,22.73
103144,220,17.48,7.91,18.87
103145,202,12.24,6.74,22.73
103146,184,6.99,5.57,26.59
103147,275,11.62,15.29,22.99
103148,243,15.15,13.18,15.94
103149,205,10.07,9.68,19.98
103150,167,5,6.18,24.01
103151,275,12.19,13.45,27.75
103152,219,11.12,8.54,23.87
103153,267,13.28,10.68,28.33
103154,231,10.44,8.03,28.24
103155,219,11.12,8.54,23.87
103156,225,10.78,8.29,26.05
103157,268,12.89,11.02,28.33
103158,232,10.17,8.26,28.24
103159,220,10.85,8.78,23.87
103160,226,10.51,8.52,26.05
103161,244,13.74,8.06,28.33
103162,215,10.76,6.2,28.24
103163,203,11.45,6.71,23.87
103164,209,11.1,6.45,26.05
103165,188,7.41,3.95,30.84
103166,196,8.1,5.16,29.49
103167,202,6.89,4.87,32.2
103168,262,12.85,9.75,29.63
103169,224,9.84,6.91,29.59
103170,211,10.56,7.45,24.99
103171,218,10.2,7.18,27.29
103172,328,13.69,16.53,30.59
103173,145,13.03,5.44,10.58
103174,213,19.97,14.21,0.27
103175,181,11.92,8.05,14.21
103176,161,13.06,8.91,6.94
103177,171,12.49,8.48,10.58
103178,161,21.04,8.11,0.27
103179,155,12.46,5,14.21
103180,135,13.6,5.87,6.94
103181,145,13.03,5.44,10.58
103182,129,8.04,3.42,17.3
103183,178,10.03,9.02,14.64
103184,191,9.76,10.54,14.64
103185,192,9.54,10.74,14.64
103186,178,10.03,9.02,14.64
103187,165,6.37,8.2,17.34
103188,174,7.38,9.04,15.8
103189,174,7.38,9.04,15.8
103190,174,7.38,9.04,15.8
103191,174,7.38,9.04,15.8
103192,186,3.48,7.21,26.68
103193,174,7.38,9.04,15.8
103194,265,7.6,15.85,23.85
103195,266,4.46,15.74,27.83
103196,265,10.73,15.96,19.87
103197,220,9.28,12.45,18.26
103198,242,11.2,13.33,19.87
103199,203,9.62,10.48,18.26
103200,210,4.62,11.37,23.28
103201,324,10.65,21.59,22.39
103202,207,5.83,11.81,20.17
103203,296,16.99,19.36,13.12
103204,252,11.41,15.59,16.64
103205,324,12.08,18.8,25.76
103206,260,7.36,13.78,26.81
103207,304,12.5,16.42,25.76
103208,316,13.36,16.21,28.62
103209,316,13.36,16.21,28.62
103210,305,14.07,15.13,27.32
103211,287,14.45,12.99,27.32
103212,253,8.14,11.32,29.18
103213,279,11.1,13.22,28.22
103214,270,11.29,12.14,28.22
103215,249,10.91,13.71,20.06
103216,249,11.43,13.93,19.09
103217,309,11.16,15.32,32.15
103218,287,12.17,12.46,31.61
103219,269,12.53,10.41,31.61
103220,281,9.9,13.56,29.25
103221,219,11.7,11.02,17.99
103222,206,11.33,9.8,17.99
103223,231,12.07,12.24,17.99
103224,189,8.33,8.92,18.35
103225,166,3.22,7.84,20.43
103226,256,11.72,13.25,22.39
103227,229,5.59,9.01,31.5
103228,232,11.51,10.43,23.02
103229,230,8.55,9.72,27.26
103230,263,11.91,11.07,28.8
103231,268,10.36,12.28,29.02
103232,266,11.39,9.69,33.33
103233,266,11.39,9.69,33.33
103234,266,11.39,9.69,33.33
103235,271,10.81,10.54,33.17
103236,274,12.23,11.63,30
103237,250,13.67,8.59,29.7
103238,247,12.72,7.91,31.31
103239,254,14.62,9.27,28.08
103240,268,12.08,10.29,31.71
103241,272,11.41,11,31.83
103242,240,9.24,10.81,26.51
103243,253,9.76,11.49,27.67
103244,234,9.96,8.37,29.86
103245,242,10.31,8.69,30.71
103246,245,9.74,9.39,30.43
103247,208,8.68,7.8,25.98
103248,221,9.29,8.22,27.63
103249,240,9.51,9.46,29.44
103250,230,9.51,8.06,30.01
103251,239,9.96,8.45,30.81
103252,246,9.57,9.3,30.89
103253,274,12.25,12.71,27.52
103254,275,11.46,13.07,27.8
103255,276,10.66,13.43,28.08
103256,282,11.74,11.91,31.98
103257,282,11.74,11.91,31.98
103258,282,11.74,11.91,31.98
103259,287,11.49,12.58,31.84
103260,296,12.92,15.01,27.19
103261,254,12.78,8.62,31.24
103262,256,13.56,9.22,29.77
103263,259,14.35,9.82,28.3
103264,267,12.34,12.1,26.98
103265,269,11.55,12.54,27.33
103266,270,10.75,12.98,27.68
103267,280,11.5,12.35,30.62
103268,280,11.5,12.35,30.62
103269,280,11.5,12.35,30.62
103270,282,11.06,12.94,30.36
103271,278,12.81,13.05,27.28
103272,254,12.94,8.45,31.41
103273,250,12.63,7.83,32.24
103274,257,13.26,9.07,30.58
103275,277,14.72,13.36,24.25
103276,274,13.85,12.4,26.62
103277,278,13.33,13.02,26.64
103278,276,11.28,14.43,25.14
103279,276,11.28,14.43,25.14
103280,276,11.28,14.43,25.14
103281,241,11.55,9.87,26.62
103282,248,11.5,9.83,28.38
103283,259,10.94,10.53,30.11
103284,222,11.43,9.16,23.67
103285,239,10.97,9.97,26.42
103286,233,11.42,9.29,25.98
103287,227,10.88,8.34,27.01
103288,234,10.98,8.59,28.21
103289,245,10.58,9.53,29.14
103290,203,9.29,6.63,26.88
103291,225,9.46,8.18,28.64
103292,276,7.46,13.69,31
103293,293,7.58,12.26,38.28
103294,285,12.4,13.66,27.58
103295,280,11.8,11.41,31.82
103296,241,10.13,11.68,23.59
103297,244,10.02,10.14,27.82
103298,304,13.56,17.36,22.77
103299,296,12.84,14.8,27.2
103300,272,12.07,15.31,21.06
103301,270,11.67,13.34,25.31
103302,389,17.59,22.51,29.49
103303,343,14.84,17.69,31.31
103304,345,9.19,10.5,53.39
103305,267,11.77,12.38,28.62
103306,265,11.4,10.4,32.96
103307,289,13.05,16.35,23.58
103308,284,12.51,13.98,28.13
103309,226,9.61,10.64,24.39
103310,231,9.67,9.29,28.74
103311,264,8.73,13.62,26.53
103312,261,7.81,11.88,30.54
103313,287,10.58,17.36,21.88
103314,280,9.48,15.23,26.09
103315,223,7.18,11.64,22.72
103316,228,6.68,10.52,26.72
103317,292,14.02,14.5,25.63
103318,270,5.62,14.14,30.02
103319,258,6.68,13.61,27.12
103320,272,7.58,14.7,27.02
103321,266,7.59,14.09,27.02
103322,112,5.65,2.65,17.23
103323,192,8.76,11.13,14.05
103324,192,8.76,11.13,14.05
103325,314,9.4,15.12,35.09
103326,113,6.9,4.6,11.07
103327,291,7.19,16,29.91
103328,265,5.75,13.16,31.5
103329,333,12.09,19.2,27.45
103330,291,7.19,16,29.91
103331,309,12.57,16.46,27.45
103332,283,7.35,15.09,29.91
103333,415,6.92,20.97,48.38
103334,168,8.76,7.2,17.99
103335,281,14.43,8.63,36.1
103336,157,5.82,10.83,9.37
103337,173,12.86,10.06,7.73
103338,195,5.26,6.14,29.64
103339,178,8.51,11.96,9.38
103340,135,2.44,6.33,17.2
103341,345,10.51,19.73,31.92
103342,273,11.17,7.58,39.78
103343,268,6.73,2.94,54.27
103344,274,9.92,19.19,15.44
103345,349,8.38,15.66,43.76
103346,341,11.46,19.18,30.89
103347,212,8.27,15.15,10.35
103348,310,5.14,17.47,33.16
103349,387,15.5,30.63,12.12
103350,299,10.29,23.51,11.68
103351,365,11.91,29.23,13.74
103352,260,10.26,11.92,27.9
103353,198,5.07,7.78,27.03
103354,233,10.35,10.25,24.49
103355,256,9.32,11.82,27.85
103356,260,10.26,11.92,27.9
103357,244,9.66,9.62,29.68
103358,215,10.71,8.21,24.49
103359,207,9.39,7.91,24.57
103360,208,10.61,7.5,24.38
103361,265,10.01,11.29,30.9
103362,224,6.2,14.68,16.98
103363,167,13.78,8.21,9.38
103364,237,7.6,14.45,19.27
103365,189,4.95,10.75,18.4
103366,217,8.2,11.17,20.97
103367,243,7.94,14.56,20.36
103368,139,7.45,4.97,16.17
103369,97,3.24,3.41,13.26
103370,185,10.83,10.69,11.36
103371,206,13.63,10.92,13.1
103372,124,6.63,4.42,14.39
103373,207,13.33,10.79,13.76
103374,205,13.74,10.37,14.01
103375,201,13.51,10.14,13.76
103376,130,6.54,5.33,13.84
103377,188,11.2,9.38,14.52
103378,185,10.3,6.97,19.89
103379,138,6.92,5.9,14.61
103380,169,8.12,8.38,15.18
103381,190,12.59,7.42,17.7
103382,148,8.74,6.25,14.46
103383,97,3.24,3.41,13.26
103384,176,10.15,8.8,13.69
103385,173,7.39,6.25,21.73
103386,98,3.98,2.3,15.22
103387,77,2.48,1.45,13.64
103388,137,6.37,6.14,14.31
103389,160,6.06,7.91,16.21
103390,150,6.62,4.51,20.83
103391,145,5.56,6.74,15.67
103392,117,5.19,3.37,16.82
103393,207,10.4,9.3,20.4
103394,153,7.63,6.59,16.2
103395,160,8.83,7.28,15.11
103396,135,6.43,5.18,15.89
103397,205,9.93,8.51,22.21
103398,146,7,5.76,16.88
103399,158,8.46,6.54,16.64
103400,187,9.56,6.63,22.36
103401,136,10.76,3.36,16.3
103402,116,8.85,1.94,16.11
103403,134,6.62,4.92,15.83
103404,89,3.24,1.63,15.82
103405,149,6.18,3.65,23
103406,91,3.48,1.5,15.98
103407,193,6.23,10.45,18.75
103408,190,12.28,7.51,18.04
103409,153,5.82,6.99,16.66
103410,236,10.38,5.56,36.15
103411,121,4.49,4.36,16.11
103412,188,8.94,7.4,21.4
103413,157,6.31,6.51,18.36
103414,102,7.09,2.74,11.51
103415,74,1.56,0.97,14.46
103416,121,4.77,2.35,20.16
103417,121,4.77,2.35,20.16
103418,121,8.56,2.21,16.24
103419,138,9.48,3.79,16.18
103420,129,9.73,2.77,16.18
103421,130,9.15,3.15,16.15
103422,154,8.13,7.5,14.36
103423,165,5.79,9.2,16.34
103424,154,8.13,7.5,14.36
103425,147,6.84,6.82,15.05
103426,160,8.18,7.92,14.73
103427,172,16.89,7.66,8.14
103428,147,7.71,4.74,18.13
103429,223,8.68,10.5,23.08
103430,151,5.42,6.06,18.8
103431,179,4.64,8.04,22.16
103432,82,3.38,2.46,11.52
103433,110,3.26,1.86,20.1
103434,131,4.57,4.82,17.28
103435,164,7.59,6.79,18.23
103436,210,11.79,11.16,15.14
103437,144,8.24,7.59,10.27
103438,148,3.94,6.53,18.72
103439,209,6.17,12.25,18.71
103440,185,5.91,9.52,19
103441,178,12.53,7.61,14.82
103442,219,8.77,10.88,22.7
103443,147,7.61,7.1,13.34
103444,119,3.74,4.83,14.98
103445,144,4.46,3.54,23.1
103446,125,5.86,2.58,19.15
103447,102,3.78,1.6,19.44
103448,160,3.41,7.97,18.41
103449,106,3.69,1.2,19.88
103450,120,3.61,2.98,19.44
103451,158,3.46,7.84,18.14
103452,104,3.74,1.06,19.59
103453,118,3.66,2.85,19.16
103454,117,5.95,3.12,17.5
103455,178,5.43,9.25,17.74
103456,125,5.86,2.58,19.15
103457,139,5.74,4.34,18.74
103458,176,5.47,9.15,17.52
103459,123,5.91,2.47,18.92
103460,137,5.78,4.23,18.5
103461,171,5.59,8.47,17.74
103462,118,6.04,1.74,19.15
103463,132,5.91,3.52,18.74
103464,169,5.63,8.37,17.52
103465,116,6.08,1.63,18.92
103466,130,5.95,3.41,18.5
103467,166,5.16,7.97,17.98
103468,113,5.58,1.19,19.42
103469,127,5.45,2.98,19
103470,164,5.2,7.87,17.77
103471,111,5.62,1.09,19.18
103472,125,5.5,2.87,18.76
103473,204,3.72,13.95,15.56
103474,154,4.03,7.7,16.85
103475,167,3.94,9.35,16.49
103476,191,3.7,12.41,15.95
103477,141,4,6.04,17.27
103478,154,3.92,7.72,16.9
103479,213,5.67,14.1,15.41
103480,164,6.14,7.87,16.69
103481,177,6.01,9.51,16.33
103482,203,5.65,12.85,15.73
103483,153,6.12,6.52,17.04
103484,166,5.99,8.19,16.67
103485,206,5.83,13.33,15.41
103486,157,6.32,7.03,16.69
103487,170,6.18,8.69,16.33
103488,196,5.81,12.08,15.73
103489,146,6.3,5.68,17.04
103490,159,6.16,7.37,16.67
103491,202,5.4,12.82,15.66
103492,152,5.86,6.48,16.96
103493,165,5.73,8.15,16.59
103494,191,5.38,11.57,15.97
103495,141,5.83,5.13,17.3
103496,154,5.71,6.83,16.93
103497,156,3.51,8.34,18.03
103498,102,3.78,1.6,19.47
103499,116,3.7,3.38,19.05
103500,154,3.56,8.22,17.76
103501,99,3.84,1.47,19.18
103502,114,3.76,3.25,18.76
103503,174,5.52,9.62,17.36
103504,121,5.96,2.98,18.74
103505,134,5.83,4.73,18.33
103506,172,5.57,9.52,17.14
103507,119,6.01,2.88,18.51
103508,133,5.88,4.62,18.1
103509,167,5.68,8.85,17.36
103510,113,6.14,2.15,18.74
103511,127,6,3.91,18.33
103512,165,5.72,8.75,17.14
103513,111,6.18,2.04,18.51
103514,125,6.05,3.8,18.1
103515,162,5.26,8.34,17.61
103516,108,5.67,1.6,19.01
103517,122,5.55,3.38,18.59
103518,160,5.3,8.24,17.39
103519,106,5.72,1.49,18.77
103520,120,5.59,3.27,18.36
103521,200,3.81,14.32,15.18
103522,150,4.13,8.11,16.44
103523,163,4.04,9.74,16.09
103524,187,3.79,12.79,15.57
103525,136,4.1,6.44,16.87
103526,149,4.01,8.12,16.5
103527,209,5.76,14.48,15.03
103528,160,6.24,8.27,16.28
103529,172,6.11,9.9,15.93
103530,199,5.74,13.23,15.35
103531,149,6.22,6.92,16.63
103532,162,6.09,8.58,16.27
103533,202,5.92,13.7,15.03
103534,152,6.42,7.44,16.28
103535,165,6.28,9.09,15.93
103536,192,5.9,12.45,15.35
103537,141,6.39,6.08,16.63
103538,154,6.26,7.76,16.27
103539,197,5.5,13.2,15.28
103540,147,5.95,6.89,16.55
103541,160,5.82,8.55,16.19
103542,187,5.48,11.95,15.59
103543,136,5.93,5.54,16.89
103544,149,5.8,7.23,16.53
103545,125,5.23,2.28,20.94
103546,158,4.72,5.49,22.03
103547,143,7.85,4.52,17.35
103548,87,2.47,2.21,14.45
103549,134,10.36,5.57,11.16
103550,221,4.46,11.52,24.65
103551,159,4.32,4.16,25.68
103552,160,4.38,4.01,26.58
103553,159,4.32,4.16,25.68
103554,133,3.7,3.72,20.9
103555,116,3.68,2,20.61
103556,156,3.8,6.62,20.11
103557,123,3.82,2.92,20.22
103558,134,4.25,1.14,26.54
103559,215,5.18,11.44,22.54
103560,200,6.69,9.9,20.88
103561,201,6.48,9.9,20.94
103562,203,6.86,9.99,20.94
103563,197,7.14,9.96,19.36
103564,213,7.82,10.75,20.94
103565,246,6.89,14.43,21.78
103566,211,7.65,10.59,20.82
103567,209,5.94,7.4,31.02
103568,76,5.5,2.44,8.11
103569,174,3.84,3.19,32.5
103570,174,3.84,3.19,32.5
103571,173,7.28,3.66,27.62
103572,179,7.56,4.16,27.62
103573,178,7.86,4.06,27.62
103574,166,6.68,2.97,27.85
103575,131,4.11,4.05,19.61
103576,181,17.69,7.94,8.86
103577,94,2.92,0.67,18.39
103578,93,1.8,1.47,17.65
103579,94,2.92,0.67,18.39
103580,116,5.95,2.98,15.3
103581,103,6.88,1.28,15.3
103582,100,7.01,0.55,15.67
103583,97,7.4,0.26,15.3
103584,93,1.8,1.47,17.65
103585,95,3.85,0.28,18.58
103586,126,7.6,4.16,13.39
103587,107,8.92,1.74,13.39
103588,103,9.1,0.7,13.91
103589,100,9.66,0.29,13.39
103590,119,7.32,5.23,10.25
103591,146,7.59,5.64,15.7
103592,151,12.07,4.04,16.47
103593,112,6.34,4.26,12.07
103594,224,3.96,7.8,33.43
103595,264,8.87,11.8,29.31
103596,269,6.46,11.6,33.54
103597,289,8.39,13.58,32.39
103598,138,3.66,3.23,23.02
103599,58,4.34,1.28,7
103600,48,2.73,0.7,7.44
103601,38,1.12,0.12,7.88
103602,60,3.12,2.06,6.91
103603,109,1.93,3.2,17.91
103604,185,6.29,6.99,24.41
103605,179,5.72,7.07,23.17
103606,182,5.82,7.09,23.66
103607,188,5.9,7.15,25.02
103608,164,6.5,4.21,25.19
103609,137,4.7,3.46,21.9
103610,162,7.49,4.24,23.54
103611,158,5.9,4.29,23.91
103612,160,6.01,4.32,24.42
103613,167,6.09,4.38,25.82
103614,134,2.58,2.5,25.21
103615,117,2.64,0.38,25.76
103616,134,2.58,2.5,25.21
103617,133,3.22,2.42,24.03
103618,116,3.29,0.28,24.56
103619,133,3.22,2.42,24.03
103620,123,2.16,2.42,22.64
103621,106,2.2,0.25,23.14
103622,123,2.16,2.42,22.64
103623,128,2.69,2.45,23.25
103624,111,2.75,0.3,23.76
103625,128,2.69,2.45,23.25
103626,107,2,2.18,19.41
103627,91,2.04,0.27,19.79
103628,107,2,2.18,19.41
103629,125,2.62,2.45,22.21
103630,107,2.67,0.3,22.7
103631,125,2.62,2.45,22.21
103632,114,2.07,2.29,20.91
103633,98,2.12,0.26,21.34
103634,114,2.07,2.29,20.91
103635,115,2.29,2.32,20.78
103636,99,2.34,0.28,21.21
103637,115,2.29,2.32,20.78
103638,124,2.38,2.44,22.49
103639,107,2.44,0.28,22.99
103640,124,2.38,2.44,22.49
103641,115,2.26,2.28,20.84
103642,101,2.3,0.27,21.81
103643,118,2.25,2.35,21.35
103644,124,2.3,2.41,22.68
103645,107,2.36,0.26,23.16
103646,124,2.3,2.41,22.68
103647,150,5.5,4.83,21.43
103648,150,5.5,4.83,21.43
103649,115,5.76,0.33,22.44
103650,267,3.57,17.23,26.55
103651,162,6.4,4.54,24.29
103652,155,5.81,4.63,23.02
103653,158,5.91,4.65,23.52
103654,164,6,4.71,24.92
103655,128,2.64,2.71,23.66
103656,113,2.69,0.9,24.1
103657,128,2.64,2.71,23.66
103658,127,3.18,2.64,22.64
103659,113,3.24,0.82,23.07
103660,127,3.18,2.64,22.64
103661,119,2.27,2.63,21.43
103662,104,2.31,0.8,21.84
103663,119,2.27,2.63,21.43
103664,123,2.73,2.66,21.97
103665,109,2.78,0.84,22.39
103666,123,2.73,2.66,21.97
103667,105,2.13,2.41,18.77
103668,92,2.16,0.76,19.08
103669,105,2.13,2.41,18.77
103670,120,2.67,2.67,21.09
103671,105,2.72,0.84,21.48
103672,120,2.67,2.67,21.09
103673,111,2.2,2.51,20.02
103674,97,2.24,0.78,20.38
103675,111,2.2,2.51,20.02
103676,112,2.38,2.54,19.91
103677,98,2.42,0.8,20.26
103678,110,2.39,2.46,19.42
103679,120,2.47,2.66,21.32
103680,105,2.51,0.82,21.72
103681,120,2.47,2.66,21.32
103682,168,2.28,11.95,13.88
103683,114,2.35,2.57,20.39
103684,100,2.39,0.8,20.76
103685,114,2.35,2.57,20.39
103686,119,2.4,2.64,21.47
103687,105,2.45,0.81,21.88
103688,119,2.4,2.64,21.47
103689,154,3.35,6.58,20.08
103690,198,9.2,15.87,4.23
103691,178,7.83,11.66,9.93
103692,166,3.75,11.28,12.02
103693,99,4.75,4.54,9.86
103694,77,1.59,2.15,13.05
103695,137,3.29,3.03,24.08
103696,112,5.12,2.25,17.25
103697,127,1.87,4.26,19.83
103698,124,2.99,1.2,25.22
103699,106,2.72,2.15,19.34
103700,118,2.68,3.49,19.11
103701,111,2.59,3.43,17.29
103702,185,3.28,5.29,31.16
103703,115,2.87,2.6,19.65
103704,101,2.91,1.01,19.91
103705,115,2.87,2.6,19.64
103706,163,9.68,6.91,14.79
103707,110,1.98,3.29,17.61
103708,162,2.65,2.58,32.13
103709,154,1.39,7.29,20.8
103710,166,5.16,7.03,20.01
103711,152,5.26,5.22,20.4
103712,166,5.16,7.03,20.01
103713,117,1.98,2.96,20.01
103714,102,2.02,1.06,20.4
103715,117,1.98,2.96,20.01
103716,117,2.01,2.19,21.5
103717,101,2.05,0.28,21.92
103718,117,2.01,2.19,21.5
103719,157,4.87,6.62,19.29
103720,144,4.95,5.04,19.61
103721,157,4.87,6.62,19.29
103722,114,2.11,3.08,19.28
103723,101,2.14,1.44,19.61
103724,114,2.11,3.08,19.28
103725,114,2.14,2.42,20.58
103726,100,2.17,0.77,20.92
103727,114,2.14,2.42,20.58
103728,146,4.7,5.66,18.63
103729,134,4.77,4.2,18.92
103730,146,4.7,5.66,18.63
103731,107,2.15,2.4,18.63
103732,95,2.19,0.88,18.92
103733,107,2.15,2.4,18.63
103734,106,2.18,1.79,19.82
103735,94,2.22,0.26,20.13
103736,106,2.18,1.79,19.82
103737,140,4.51,5.47,18.19
103738,130,4.57,4.17,18.44
103739,140,4.51,5.47,18.19
103740,105,2.24,2.56,18.18
103741,94,2.27,1.21,18.43
103742,105,2.24,2.56,18.18
103743,105,2.27,2.02,19.24
103744,94,2.3,0.66,19.51
103745,105,2.27,2.02,19.24
103746,87,1.98,2.64,13.81
103747,184,5.46,4.27,30.8
103748,266,12.75,9.73,33.25
103749,127,1.64,9.66,9.65
103750,120,3.94,2.11,21.53
103751,147,5.82,5.11,19.65
103752,119,4.67,2.25,20.14
103753,146,6.46,5.24,18.42
103754,160,5.42,6.55,19.71
103755,267,5.72,2.16,57.5
103756,267,5.72,2.16,57.5
103757,265,6.9,2.39,55.23
103758,70,3.63,1.55,10.82
103759,113,5.58,3.39,15.06
103760,113,5.58,3.39,15.06
103761,272,9,13.85,27.92
103762,49,3.51,1.3,6.09
103763,90,5.48,2.99,10.08
103764,51,3.54,1.15,6.78
103765,58,3.34,2.07,6.66
103766,42,2.38,0.98,6.02
103767,53,3.84,1.4,6.21
103768,34,2.02,0.72,4.87
103769,73,3.09,1.96,10.68
103770,66,1.53,2.64,9.04
103771,127,7.13,4.57,13.95
103772,137,6.81,5.19,15.4
103773,126,7.04,3.86,15.4
103774,112,5.78,2.87,15.4
103775,108,4.01,3.33,15.57
103776,127,7.13,4.57,13.95
103777,112,4.85,3.99,14.11
103778,33,2.39,1.31,2.95
103779,95,2.54,3.29,13.73
103780,102,4.22,4.17,12.56
103781,359,12.8,7.23,61.25
103782,53,0.81,0.31,13.34
103783,42,0.77,0.14,10.66
103784,36,0.58,0.1,9.15
103785,71,1.88,0.86,15.9
103786,29,1.1,0.3,9.32
103787,354,4.71,6.93,68.92
103788,30,0.7,0.2,10.54
103789,50,0.92,0.14,11.78
103790,46,0.6,0.04,11.82
103791,37,0.62,0.03,9.57
103792,55,0.59,0.04,14.07
103793,53,0.81,0.31,13.34
103794,39,0.5,0.1,9.2
103795,40,0.56,0.48,8.35
103796,40,0.56,0.48,8.35
103797,39,0.51,0.68,7.74
103798,22,0.35,0.24,6.9
103799,22,0.35,0.24,6.9
103800,17,0.45,0.07,5.62
103801,25,0.42,0.07,8.42
103802,25,0.42,0.07,8.42
103803,21,0.25,0.23,6.69
103804,47,0.77,0.34,10.17
103805,47,0.81,0.36,10.01
103806,47,0.77,0.34,10.18
103807,47,0.77,0.34,10.17
103808,42,0.68,0.07,10.04
103809,148,2.4,0.25,35.19
103810,42,0.68,0.07,9.67
103811,43,0.5,0.2,10.1
103812,47,0.77,0.34,10.18
103813,298,2.28,0.62,78.62
103814,243,0.93,0.32,65.89
103815,241,3.39,0.51,62.64
103816,317,2.5,2.5,80
103817,333,1.25,0.73,80.45
103818,519,2.3,33.6,58.4
103819,290,3.43,0.22,76.98
103820,308,0.17,1.09,82.8
103821,282,2.45,0.39,75.03
103822,277,3.3,0.92,63.9
103823,319,2.45,1.18,78.58
103824,302,1.25,0.84,75.43
103825,239,3.61,0.76,61.33
103826,262,1.87,0.63,69.7
103827,374,1.54,0.66,96.07
103828,347,1.22,0.71,84.11
103829,240,2.18,0.38,63.88
103830,299,3.3,0.25,79.32
103831,68,0.68,0.21,16.24
103832,63,0.56,0.24,15.32
103833,61,0.17,0.15,14.8
103834,75,0.25,0.17,17.97
103835,52,0.27,0.16,12.26
103836,75,0.25,0.17,17.97
103837,100,0.1,0.1,26.1
103838,113,0.32,3.08,22.7
103839,48,1.4,0.39,11.12
103840,57,0.65,0.17,13.85
103841,160,2,14.66,8.53
103842,97,0.74,0.28,22.71
103843,161,0.82,3.21,32.43
103844,38,0.82,0.18,8.16
103845,35,0.66,0.16,8.27
103846,31,1.04,0.33,6.73
103847,165,0.22,0.21,41.97
103848,122,0.6,0.91,28.59
103849,71,1.04,0.19,16.16
103850,74,0.71,0.14,18.79
103851,71,1.04,0.19,16.16
103852,68,0.68,0.21,16.24
103853,74,0.75,0.3,19.18
103854,76,0.56,0.24,19.36
103855,83,0.9,0.2,19.4
103856,68,2.55,0.95,14.32
103857,64,1.06,0.44,14
103858,66,0.83,0.44,16.53
103859,36,0.54,0.14,9.09
103860,60,0.82,0.38,14.98
103861,65,0.62,0.3,16.22
103862,60,0.82,0.38,14.98
103863,43,1.06,0.28,9.18
103864,43,0.47,0.26,10.82
103865,52,0.35,0.21,13.1
103866,97,2.2,0.7,23.38
103867,46,0.91,0.27,10.1
103868,48,0.43,0.09,11.94
103869,54,0.4,0.08,13.59
103870,41,0.45,0.1,10.3
103871,46,0.91,0.27,10.1
103872,59,0.37,0.15,15.18
103873,42,0.5,0.23,10.65
103874,52,0.2,0.06,13.47
103875,59,0.18,0.05,15.15
103876,45,0.23,0.07,11.79
103877,70,0.58,0.19,18.59
103878,60,0.46,0.21,14.09
103879,55,0.42,0.12,13.91
103880,62,0.4,0.11,15.6
103881,48,0.44,0.12,12.22
103882,60,0.46,0.21,14.09
103883,46,0.7,0.28,11.42
103884,55,0.52,0.23,13.54
103885,83,1.67,1.17,18.7
103886,73,0.81,0.22,17.45
103887,239,2.8,0.6,62.5
103888,30,0.61,0.15,7.55
103889,44,0.66,0.25,9.94
103890,52,0.76,0.34,12.47
103891,43,1.39,0.49,9.61
103892,64,1.18,0.43,15.67
103893,64,0.7,0.31,14.57
103894,88,1.04,0.4,22.66
103895,51,0.42,0.64,12.17
103896,181,0.41,0.2,44.38
103897,46,0.46,0.13,11.97
103898,159,0.9,0.15,40.4
103899,57,1.01,0.19,12.9
103900,57,1.01,0.19,12.9
103901,36,0.64,0.22,7.96
103902,92,0.56,0.26,23.53
103903,35,0.43,0.11,9.13
103904,75,0.81,0.98,16.45
103905,59,0.64,0.21,13.94
103906,56,0.71,0.19,13.48
